title,text,subject,date,label,clean_text,len_words,len_chars
(VIDEO) HILLARY CLINTONâS TWISTED APPROVAL OF SANCTUARY CITIES FOR ILLEGAL ALIENS, If local law enforcement begins to act like immigration officers what that means is that you will have people not reporting crimes. You will have people hiding from the police. And I think that is a real direct threat to the personal safety and security of all the citizens.  -Hillary Clinton s reasoning for a sanctuary city ,politics,"Jul 6, 2015",1,local law enforcement begin act like immigration officer mean people reporting crime people hiding police think real direct threat personal safety security citizen hillary clinton reasoning sanctuary city,28,204
ALABAMA: MIDDLE CLASS WHITE WOMAN Rejected For Jobs In City Filled ILLEGAL Immigrantsâ¦âI canât find a job because I donât speak Spanishâ,"Democrats don t care if this legal immigrant has a job. Making America work again is not something they have very much interest in addressing. What s most important to them is how the illegal immigrants they have welcomed into our country with open arms will vote There s one question Sandra Langlois is sick of hearing in job interviews. Do you speak Spanish? Langlois doesn t   and doesn t think she should have to.At 42, she already speaks two languages. Born in Germany, she moved to Pennsylvania as a child and learned to speak English fluently. She thought that would be enough to get a job in the United States.Now, as she waits for an interview at the Albertville unemployment office, she s not sure it will be.Hispanic immigrants, she says, have transformed the state she s called home for decades. And the ones who came to the United States illegally, she says, make a tough job market even tougher.Langlois needs to find work, and fast: Her family is living in a motel after the power company turned out the lights in their trailer. She s sharing a car and cell phone with her father-in-law.The Spanish question, she says, has abruptly ended more than one interview. She hopes it won t throw her out of the running this time, too. It s kind of, really, discrimination,  she says.  If you re not here legally, then you need to go ahead and go back home.   They need to come over here the right way. Don t sneak over. Don t stay here. It s a sentiment that runs deep through some circles of this largely white, working-class town, which made headlines as the epicenter of Alabama s efforts to crack down on illegal immigration. Five years later, people in Albertville are still split over the changes they ve seen   and what they think should happen next.So is the country.A CNN/Kaiser Family Foundation poll (PDF) released this week reveals deep divides across the United States on immigration.Working-class whites   a group some analysts say could play a decisive role in the presidential election   are far more likely than others to say immigrants who arrived illegally should be deported. More than half (55%) say that s something the government should attempt, compared with 27% of white college grads.Those statistics don t surprise Glenda Barnes. The 70-year-old Albertville resident says she moved out of her neighborhood when immigrants started moving in. Her street started to go downhill, she says, as people crammed cars onto lawns and stopped taking care of homes. If you lived here, you d understand,  she says.  Our town was so neat, a nice little town. Now it s like we don t care, and everything s falling in. Rachel Zavaleta isn t surprised by the numbers either. The 29-year-old still remembers what people shouted at her on the playground when she came to Albertville with her family nearly 20 years ago: Go back to Mexico.A changing landscapeDebates about deporting immigrants who came here illegally aren t just political talking points in Albertville; they re personal.This is a city where officials tried hard to force them out, in a state where lawmakers passed the toughest law in the country aimed at doing the same thing.Five years later, even people who don t see eye to eye on immigration can agree on one thing: It didn t work.Albertville proudly bills itself as  the Fire Hydrant Capital of the World,  for the Mueller factory that s manufactured millions there. But across the state, it s better known for another industry: poultry processing plants, which employ thousands of workers   many of them immigrants.More than a quarter of the town s roughly 22,000 residents are Hispanic. And Alabama s 2011 immigration law scared many people who d found jobs in the area.Terrified they d be rounded up and deported, they abandoned homes, pulled their kids out of school and moved to other states. Neighborhoods were left nearly empty. Shopping districts became ghost towns.But in 2012, a federal appeals court gutted much of the law, ruling that parts of it were unconstitutional, including a requirement that public schools determine the immigration status of students and parents.Now, Albertville s Latino immigrant population is thriving once again. A growing number of Haitian refugees, recruited by chicken plants in recent years, have moved to the city, too.The large Catholic church where thousands pray in Spanish every Sunday just paid off its new $1.2 million building, thanks to donations from the congregation.Eateries serving tacos and tamales are easier to find in some parts of the city than restaurants offering grits or fried catfish.The relationships between residents   and the approaches local leaders take   have changed.But it doesn t take long to see that tensions are still simmering.Stop by the basketball court where Mexican workers are shooting hoops, and you ll hear how afraid they are that Donald Trump might be president, and what it was like a few years back when people couldn t get water or electricity in their homes unless they could prove they were here legally.Sit for a moment in the Little League stands nearby, and a woman flipping through a coupon book as she leans back in a lawn chair will tell you how immigrants should stop speaking Spanish and sucking benefits from the system.Step into a shopping mall off the busy four-lane highway through town, and you ll see immigrants searching for the right words in an English class as they talk with their teacher about what foods to eat on American holidays and how fast the cashiers speak at Walmart.Cross the parking lot to visit the unemployment office, and you ll hear some people say the influx of immigrants gave the region s economy a boost, while others grumble it cost them their jobs. There s plenty of jobs Langlois runs her fingers through her hair as she scans the bulletin board at the unemployment office, looking for a lead.Could she be a dishwasher or a welder? Will she go back to working at a chicken plant? Is there any other choice?As an immigrant herself, Langlois says she s had to follow strict rules and make sure her documents are in order when she applies for jobs. And she resents immigrants who came to the United States illegally for finding ways to skirt the system. It s just not fair,  she says.  It s like they re getting special treatment. The CNN/KFF poll found that working-class whites were significantly more likely than other groups to say illegal immigration had directly affected them.More than a quarter (27%) say their family has been negatively affected by undocumented immigrants taking jobs in their community, and among this group, 8 in 10 want the government to deport all undocumented immigrants.The trend is even stronger in the South. Via: KITV ",left-news,"Sep 23, 2016",1,democrat care legal immigrant job making america work something much interest addressing important illegal immigrant welcomed country open arm vote one question sandra langlois sick hearing job interview speak spanish langlois think 42 already speaks two language born germany moved pennsylvania child learned speak english fluently thought would enough get job united state wait interview albertville unemployment office sure hispanic immigrant say transformed state called home decade one came united state illegally say make tough job market even tougher langlois need find work fast family living motel power company turned light trailer sharing car cell phone father law spanish question say abruptly ended one interview hope throw running time kind really discrimination say legally need go ahead go back home need come right way sneak stay sentiment run deep circle largely white working class town made headline epicenter alabama effort crack illegal immigration five year later people albertville still split change seen think happen next country cnn kaiser family foundation poll pdf released week reveals deep divide across united state immigration working class white group analyst say could play decisive role presidential election far likely others say immigrant arrived illegally deported half 55 say something government attempt compared 27 white college grad statistic surprise glenda barnes 70 year old albertville resident say moved neighborhood immigrant started moving street started go downhill say people crammed car onto lawn stopped taking care home lived understand say town neat nice little town like care everything falling rachel zavaleta surprised number either 29 year old still remembers people shouted playground came albertville family nearly 20 year ago go back mexico changing landscapedebates deporting immigrant came illegally political talking point albertville personal city official tried hard force state lawmaker passed toughest law country aimed thing five year later even people see eye eye immigration agree one thing work albertville proudly bill fire hydrant capital world mueller factory manufactured million across state better known another industry poultry processing plant employ thousand worker many immigrant quarter town roughly 22 000 resident hispanic alabama 2011 immigration law scared many people found job area terrified rounded deported abandoned home pulled kid school moved state neighborhood left nearly empty shopping district became ghost town 2012 federal appeal court gutted much law ruling part unconstitutional including requirement public school determine immigration status student parent albertville latino immigrant population thriving growing number haitian refugee recruited chicken plant recent year moved city large catholic church thousand pray spanish every sunday paid new 1 2 million building thanks donation congregation eatery serving taco tamale easier find part city restaurant offering grit fried catfish relationship resident approach local leader take changed take long see tension still simmering stop basketball court mexican worker shooting hoop hear afraid donald trump might president like year back people get water electricity home unless could prove legally sit moment little league stand nearby woman flipping coupon book lean back lawn chair tell immigrant stop speaking spanish sucking benefit system step shopping mall busy four lane highway town see immigrant searching right word english class talk teacher food eat american holiday fast cashier speak walmart cross parking lot visit unemployment office hear people say influx immigrant gave region economy boost others grumble cost job plenty job langlois run finger hair scan bulletin board unemployment office looking lead could dishwasher welder go back working chicken plant choice immigrant langlois say follow strict rule make sure document order applies job resents immigrant came united state illegally finding way skirt system fair say like getting special treatment cnn kff poll found working class white significantly likely group say illegal immigration directly affected quarter 27 say family negatively affected undocumented immigrant taking job community among group 8 10 want government deport undocumented immigrant trend even stronger south via kitv,624,4323
 Trump Declares That He Unanimously âWONâ The Third Debate And The Internet LAUGHS At Him,"Grab your popcorn and sit down because Trump just posted a tweet that proves how delusional he really is.It s been two days since the third presidential debate, and Donald Trump s campaign continues to roll downhill in flames like a rickety gasoline-soaked wagon on fire.But Donald Trump, in yet another lie to his supporters, actually claimed on Twitter that he won the debate by a  unanimous  decision. The results are in on the final debate and it is almost unanimous, I WON!  Trump wrote.  Thank you, these are very exciting times. The results are in on the final debate and it is almost unanimous, I WON! Thank you, these are very exciting times.  Donald J. Trump (@realDonaldTrump) October 21, 2016Apparently, Donald Trump is confused about what winning actually looks like.Because not only did most reaction polls indicate that Hillary Clinton won the debate, the scientific polls indicate she won as well.A CBS News poll found that 49 percent of debate watchers surveyed said Clinton won, which is 10 points higher than the 39 percent who say Trump won.Similarly, Clinton was declared the winner 46 percent to 37 percent of those surveyed by an NBC News/SurveyMonkey poll.Also, the CNN/ORC poll found that Clinton won the debate as well, with 52 percent saying Hillary won versus only 39 percent who said Trump won.And that s not all. Hillary also beat the hell out of Trump in a POLITICO/Morning Consult poll by 17 points, 43 percent to 26 percent.In other words, Trump LOST the debate on Wednesday night in Las Vegas just as he lost the first two.Twitter users certainly think Trump s declaration of victory is a joke. Because they mocked him mercilessly after he posted it.@realDonaldTrump HAHAHAHAHHAHAHAHHAHAHAHAHAHAHHHAH(deep breath)HAHAHAHHAHAHHAHAHAHHAHAHHAHHASo sad. But so funny.  JordanHeath-Rawlings (@TheGameSheet) October 21, 2016.@realDonaldTrump So wait, is every poll saying you won or is the media biased? PICK A LANE PUSSY GRABBER!  Ethan Lawrence (@EthanDLawrence) October 21, 2016I want some of whatever you re smoking. In the real world, the exact opposite is true.@realDonaldTrump https://t.co/k1Gucas64r  Charles Johnson (@Green_Footballs) October 21, 2016.@realDonaldTrump You know this kind of tweet increases the credibility of fraud charges against you for Trump University, right?  Lawrence O Donnell (@Lawrence) October 21, 2016@realDonaldTrump You did horrible in the final debate  m a r y  (@_MaryAli) October 21, 2016@_MaryAli @realDonaldTrump He did horrible in all three debates.  Jeannie See (@JeannieSee) October 21, 2016.@realDonaldTrump Delete your account.  Ryan Sager (@ryansager) October 21, 2016@realDonaldTrump u need to find a dictionary to check the meaning of unanimous  Xain Gardezi (@XainGardezi) October 21, 2016@realDonaldTrump Did you actually *watch* the debate?  Stefan Hechl (@StefanHechl) October 21, 2016@realDonaldTrump https://t.co/XAIbT9wVqO you sure about that!?  Graham Love (@GLove39) October 21, 2016@realDonaldTrump OMG LOL  Craig Scott (@TorbayToday) October 21, 2016@realDonaldTrump / HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA!  alonso arias (@lonchoarias) October 21, 2016@realDonaldTrump Yes, you did win. Second place. Congratulations! Be sure to collect your participation trophy, demented old man!  Vaughan (@rvaughanw) October 21, 2016Can you imagine if Donald Trump declares himself the winner on Election Day after the popular and electoral vote reveal that Hillary won? Because while it s funny to watch Trump call himself the winner of a debate, it won t be very funny if he does the same thing on November 8th even though all of the results clearly show that he is wrong.Featured Image: Justin Sullivan/Getty Images",News,"October 21, 2016",1,grab popcorn sit trump posted tweet prof delusional really two day since third presidential debate donald trump campaign continues roll downhill flame like rickety gasoline soaked wagon fire donald trump yet another lie supporter actually claimed twitter debate unanimous decision result final debate almost unanimous trump wrote thank exciting time result final debate almost unanimous thank exciting time donald j trump october 21 2016apparently donald trump confused winning actually look like reaction poll indicate hillary clinton debate scientific poll indicate well cbs news poll found 49 percent debate watcher surveyed said clinton 10 point higher 39 percent say trump similarly clinton declared winner 46 percent 37 percent surveyed nbc news surveymonkey poll also cnn orc poll found clinton debate well 52 percent saying hillary versus 39 percent said trump hillary also beat hell trump politico morning consult poll 17 point 43 percent 26 percent word trump lost debate wednesday night la vega lost first two twitter user certainly think trump declaration victory joke mocked mercilessly posted hahahahahhahahahhahahahahahahhhah deep breath hahahahhahahhahahahhahahhahhaso sad funny jordanheath rawlings october 21 wait every poll saying medium biased pick lane pussy grabber ethan lawrence october 21 2016i want whatever smoking real world exact opposite charles johnson october 21 know kind tweet increase credibility fraud charge trump university right lawrence donnell october 21 horrible final debate r october 21 realdonaldtrump horrible three debate jeannie see october 21 delete account ryan sager october 21 u need find dictionary check meaning unanimous xain gardezi october 21 actually watch debate stefan hechl october 21 sure graham love october 21 omg lol craig scott october 21 hahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha alonso aria october 21 yes win second place congratulation sure collect participation trophy demented old man vaughan october 21 2016can imagine donald trump declares winner election day popular electoral vote reveal hillary funny watch trump call winner debate funny thing november 8th even though result clearly show wrong featured image justin sullivan getty image,320,2293
PRESIDENT Promotes Made in America: Omaha Steaks Owner âWanted to Kiss Meâ for Reopening Trade with China [Video],"President Trump was sporting a Commemorative Stetson hat today when he introduced the  Made in America  week starting with Omaha Steaks. He has a great one-liner  in the video below this one about opening the beef trade again with China:  The gentleman who was in charge of Omaha Beef. They do beef. He hugged me and he wanted to kiss me so badly. OPENING REMARKS:President Trump says Omaha Steaks CEO  wanted to kiss me so badly  for opening beef trade in China https://t.co/LQEanwTWY8  NBC Politics (@NBCPolitics) July 17, 2017President Trump admiring a Made in America baseball bat:President Trump admires a baseball bat during  Made in America  event:  It s so beautiful   I love to play baseball  https://t.co/zvYjE7EG1e  NBC Politics (@NBCPolitics) July 17, 2017President Trump mentioned Senator John McCain: We hope John McCain gets better very soon. We miss him. He s a crusty voice in Washington, plus we need his vote.  https://t.co/ZSpibzJlG2  NBC News (@NBCNews) July 17, 2017",politics,"Jul 17, 2017",1,president trump sporting commemorative stetson hat today introduced made america week starting omaha steak great one liner video one opening beef trade china gentleman charge omaha beef beef hugged wanted kiss badly opening remark president trump say omaha steak ceo wanted kiss badly opening beef trade china nbc politics july 17 2017president trump admiring made america baseball bat president trump admires baseball bat made america event beautiful love play baseball nbc politics july 17 2017president trump mentioned senator john mccain hope john mccain get better soon miss crusty voice washington plus need vote nbc news july 17 2017,98,640
WATCH BARACK Become Agitated When CNN Ally Confronts Him On World Stage: âWhy Canât We Take Out These Bast*rdsâ (Obamaâs JV Team),"Obama didn t appear to be very pleased when CNN ally, Jim Acosta confronted him on his feckless role as Commander In Chief an international stage during the G2 Summit. Acosta first mocked him about his reference to ISIS as  Jayvee Team  then lobbed some friendly fire:  Why can t we take out these bastards? Obama s answer is arrogant, condescending and makes no sense whatsoever. His behavior is so predictable and completely unbecoming as the leader of our nation. This is exactly what we ve come to expect however, from this dangerous  Commander in Chief. https://youtu.be/4pvGji2gkjs",politics,"Nov 19, 2015",1,obama appear pleased cnn ally jim acosta confronted feckless role commander chief international stage g2 summit acosta first mocked reference isi jayvee team lobbed friendly fire take bastard obama answer arrogant condescending make sense whatsoever behavior predictable completely unbecoming leader nation exactly come expect however dangerous commander chief,48,360
 Scholastic Yanks Childrenâs Book For Its Portrayal Of Happy Slaves (IMAGE),"On Sunday, publishing company Scholastic announced that it would be removing A Birthday Cake for George Washington from shelves over criticism that the book portrayed happy slaves.In a press release, Scholastic explained that the book needed to include more context on the  evils of slavery  and that all returns would be honored. The statement read: While we have great respect for the integrity and scholarship of the author, illustrator and editor, we believe that, without more historical background on the evils of slavery than this book for younger children can provide, the book may give a false impression of the reality of the lives of slaves and therefore should be withdrawn. We do not believe this title meets the standards of appropriate presentation of information to younger children, despite the positive intentions and beliefs of the author, editor, and illustrator. The book, which was released on January 5th, happens to be about an enslaved man and his daughter faced with the task of baking President George Washington a birthday cake. Here s the cover:Scholastic s description of the story reads: Oh, how George Washington loves his cake! And, oh, how he depends on Hercules, his head chef, to make it for him. Hercules, a slave, takes great pride in baking the president s cake. But this year there is one problem   they are out of sugar. Scholastic s reaction is a complete turnaround from its previous defense of the book, which claimed the topic of slavery had been approached with the  utmost care.  Scholastic also previously claimed the book depicted the slaves being happy because they were living in  near-freedom  and simply enjoyed cooking. Scholastic even allowed the book s author, Ramin Ganeshram, to explain the intention behind the book on the publisher s blog last week as public outcry increased. Graneshram insisted that his story was based on historical research and was meant as a compliment to the slaves  resiliency and resourcefulness. Graneshram wrote: How could they smile? How could they be anything but unrelentingly miserable?  Ganeshram wrote.  How could they be proud to bake a cake for George Washington? The answers to those questions are complex because human nature is complex. Bizarrely and yes, disturbingly, there were some enslaved people who had a better quality of life than others and  close  relationships with those who enslaved them. But they were smart enough to use those  advantages  to improve their lives. Even before Scholastic made its decision to pull it, the book had over 100 one-star reviews on Amazon. At the time the announcement was made, only 12 of those reviews were positive.School Library Journal called the book  highly problematic,  advising people not to buy it. Kirkus Reviews, another trade publication, said the book was  an incomplete, even dishonest treatment of slavery. Featured image via Twitter",News,"January 18, 2016",1,sunday publishing company scholastic announced would removing birthday cake george washington shelf criticism book portrayed happy slave press release scholastic explained book needed include context evil slavery return would honored statement read great respect integrity scholarship author illustrator editor believe without historical background evil slavery book younger child provide book may give false impression reality life slave therefore withdrawn believe title meet standard appropriate presentation information younger child despite positive intention belief author editor illustrator book released january 5th happens enslaved man daughter faced task baking president george washington birthday cake cover scholastic description story read oh george washington love cake oh depends hercules head chef make hercules slave take great pride baking president cake year one problem sugar scholastic reaction complete turnaround previous defense book claimed topic slavery approached utmost care scholastic also previously claimed book depicted slave happy living near freedom simply enjoyed cooking scholastic even allowed book author ramin ganeshram explain intention behind book publisher blog last week public outcry increased graneshram insisted story based historical research meant compliment slave resiliency resourcefulness graneshram wrote could smile could anything unrelentingly miserable ganeshram wrote could proud bake cake george washington answer question complex human nature complex bizarrely yes disturbingly enslaved people better quality life others close relationship enslaved smart enough use advantage improve life even scholastic made decision pull book 100 one star review amazon time announcement made 12 review positive school library journal called book highly problematic advising people buy kirkus review another trade publication said book incomplete even dishonest treatment slavery featured image via twitter,258,1951
 Watch Trump Call Reporter A âSleazeâ For Having The Audacity To Report Facts,"How does the old saying go? The more unapologetically defensive you appear, the more guilty you probably are   or something like that. That at least seems to be the case with Donald Trump any time he is scrutinized on, well, pretty much anything. However, when it comes to his claim that he s raised money for veterans, even though many are saying he s grossly exaggerating the amount, he really doesn t like being called out on the discrepancy.During a press conference on Tuesday, Trump was asked by ABC s Tom Llamas: Mr. Trump, writing a one million dollar check is incredibly generous, but the night of that Iowa fundraiser you said you had raised $6 million. Clearly you had not. Your critics say you tend to exaggerate, you have a problem with the truth. Is this a prime example? Trump responded: No, I raised almost $6 million. Some of it didn t come through, but more money is coming through. The number is probably is going to be when we finish it probably going to be over the $6 million. Trump then proceeds to blast the media, and then at one point called out Llamas directly, even calling him a  sleaze  for having the audacity to point out facts. Trump said: But what I don t want is when I raise millions of dollars, have people say, like this sleazy guy right over here from ABC. He s a sleaze in my book. You re a sleaze because you know the facts and you know the facts well. Ironically, Llamas does seem to know the facts well, and Trump doesn t like being called out on the fact that he s been exaggerating.Llamas took to Twitter shortly after saying:Trump just called me a ""sleaze."" Should be an interesting week.  Tom Llamas (@TomLlamasABC) May 31, 2016What sort of person running for leader of the free world behaves like this? Trump is completely thin-skinned and bullies anyone who dare question him. If he can t handle being scrutinized, how the hell is he going to lead the nation, or for that matter, work in our diplomatic world interests across the globe. Truth is, he wouldn t be able to. He s remarkably unqualified and we need to make sure he gets nowhere near the Oval Office.Watch Trump lose his damn mind here:Featured image via video screen capture",News,"May 31, 2016",1,old saying go unapologetically defensive appear guilty probably something like least seems case donald trump time scrutinized well pretty much anything however come claim raised money veteran even though many saying grossly exaggerating amount really like called discrepancy press conference tuesday trump asked abc tom llama mr trump writing one million dollar check incredibly generous night iowa fundraiser said raised 6 million clearly critic say tend exaggerate problem truth prime example trump responded raised almost 6 million come money coming number probably going finish probably going 6 million trump proceeds blast medium one point called llama directly even calling sleaze audacity point fact trump said want raise million dollar people say like sleazy guy right abc sleaze book sleaze know fact know fact well ironically llama seem know fact well trump like called fact exaggerating llama took twitter shortly saying trump called sleaze interesting week tom llama may 31 2016what sort person running leader free world behaves like trump completely thin skinned bully anyone dare question handle scrutinized hell going lead nation matter work diplomatic world interest across globe truth able remarkably unqualified need make sure get nowhere near oval office watch trump lose damn mind featured image via video screen capture,202,1340
MAXINE WATERS TELLS THE âGREATEST DESIREâ FOR NASTY DEMS: âTo Lead Trump Right Into Impeachmentâ [Video],"Congresswoman @MaxineWaters, on working with President Trump:  My greatest desire is to lead him right into impeachment.  #CheddarLIVE pic.twitter.com/Hr5THHR3XM  Cheddar (@cheddar) February 3, 2017",left-news,"Feb 4, 2017",1,congresswoman maxinewaters working president trump greatest desire lead right impeachment cheddarlive pic twitter com hr5thhr3xm cheddar february 3 2017,19,152
CNN ANCHOR DON LEMON: A Republican Winning in Georgia âShouldnât Be Breaking Newsâ [Video],"CNN anchor Don Lemon got snarky during reporting on Republican Karen Handel s win in Georgia s 6th District. He made a claim that this is pretty much no big deal. That s funny The Democrats spent 50 million dollars and went all in on this election but are now downplaying or making excuses for the loss. Lemon should do his homework: Donald Trump won the 6th District by slim margins in the 2016 election. This was a HUGE win for Republicans!https://www.youtube.com/watch?v=-hRJS0QWecILemon said,  What s interesting is that, breaking news, a Republican wins in Georgia, it shouldn t be breaking news. This is the way it should happen. But the fact, David, that it was so close, at least it appeared in the polling and in the results, as well. The results are actually really close. He then asked,  What does this say about the state of affairs, especially the Trump   is there a mandate for Donald Trump? Will he keep his support? Will it stay the same? Are Democrats looking at this as necessarily a loss, or they got close and maybe there s hope for them in the midterms? THE DEMOCRAT DELUSION CONTINUES ",politics,"Jun 21, 2017",1,cnn anchor lemon got snarky reporting republican karen handel win georgia 6th district made claim pretty much big deal funny democrat spent 50 million dollar went election downplaying making excuse loss lemon homework donald trump 6th district slim margin 2016 election huge win republican said interesting breaking news republican win georgia breaking news way happen fact david close least appeared polling result well result actually really close asked say state affair especially trump mandate donald trump keep support stay democrat looking necessarily loss got close maybe hope midterm democrat delusion continues,91,619
WHOA! NEW EMAILS SHOW COMEY FBI LIED About Meeting Between Bill Clinton and Loretta Lynch On Tarmacâ¦Proves Media Colluded With Obamaâs DOJ To Kill Story About Tarmac Meeting [VIDEO],"A new email dump from the FBI via a FOIA request by the ACLJ reveals what appears to be collusion between the media and the DOJ to squash the story about the 2016 meeting between Loretta Lynch and Bill Clinton on the tarmac in Phoenix, AZ.Also Comey reportedly said the FBI had no documents related to this meeting to fill a prior FOIA request. That apparently isn t true, given this new email dump.  The Right ScoopWatch:From the ACLJ: We have just obtained hundreds of pages in our ongoing investigation and federal lawsuit on former Attorney General Loretta Lynch s tarmac meeting with former President Bill Clinton while the Department of Justice (DOJ) and FBI had an ongoing criminal investigation into Hillary Clinton s emails. The results are shocking.Watch Lynch s explanation of her meeting with Bill Clinton on the tarmac:First, the Comey FBI lied to us. Last July, we sent FOIA requests to both the Comey FBI and the Lynch DOJ asking for any documents related to the Clinton Lynch plane meeting. The FBI, under the then directorship of James Comey, replied that  No records responsive to your request were located. The documents we received today from the Department of Justice include several emails from the FBI to DOJ officials concerning the meeting. One with the subject line  FLAG  was correspondence between FBI officials (Richard Quinn, FBI Media/Investigative Publicity, and Michael Kortan) and DOJ officials concerning  flag[ing] a story . . . about a casual, unscheduled meeting between former president Bill Clinton and the AG.  The DOJ official instructs the FBI to  let me know if you get any questions about this  and provides  [o]ur talkers [DOJ talking points] on this . The talking points, however are redacted.Another email to the FBI contains the subject line  security details coordinate between Loretta Lynch/Bill Clinton? On July 1, 2016   just days before our FOIA request   a DOJ email chain under the subject line,  FBI just called,  indicates that the  FBI . . . is looking for guidance  in responding to media inquiries about news reports that the FBI had prevented the press from taking pictures of the Clinton Lynch meeting. The discussion then went off email to several phone calls (of which we are not able to obtain records). An hour later, Carolyn Pokomy of the Office of the Attorney General stated,  I will let Rybicki know.  Jim Rybicki was the Chief of Staff and Senior Counselor to FBI Director Jim Comey. The information that was to be provided to Rybicki is redacted.Also of note several of the documents contain redactions that are requested  per FBI. It is clear that there were multiple records within the FBI responsive to our request and that discussions regarding the surreptitious meeting between then AG Lynch and the husband of the subject of an ongoing FBI criminal investigation reached the highest levels of the FBI.However, on October 21, 2016, the Comey FBI replied to our legal demands that  No records responsive to your request were located.  This is in direct contravention to the law, and we are preparing further legal action to force the FBI to come clean and turn over ALL documents related to this matter to us in a timely manner.Second, the hundreds of pages of (heavily redacted   more on that below) documents paint a clear picture of a DOJ in crisis mode as the news broke of Attorney General Lynch s meeting with former President Clinton. In fact, the records appear to indicate that the Attorney General s spin team immediately began preparing talking points for the Attorney General regarding the meeting BEFORE ever speaking with the AG about the matter.Third, there is clear evidence that the main stream media was colluding with the DOJ to bury the story. A Washington Post reporter, speaking of the Clinton Lynch meeting story, said,  I m hoping I can put it to rest .  The same Washington Post reporter, interacting with the DOJ spin team, implemented specific DOJ requests to change his story to make the Attorney General appear in a more favorable light. A New York Times reporter apologetically told the Obama DOJ that he was being  pressed into service  to have to cover the story. As the story was breaking, DOJ press officials stated,  I also talked to the ABC producer, who noted that they aren t interested, even if Fox runs with it. Two days after the meeting, DOJ officials in a chain of emails that includes emails to Attorney General Lynch herself stated that the media coverage of the meeting  looks like all or most are FOX  and that  CBS . . . just says a few lines about the meeting. Fourth, DOJ bureaucrats have redacted all the talking points, discussions of talking points, a statement on the meeting that was apparently never delivered because there was not enough media coverage on the meeting, and its substantive discussions with the FBI on the matter. They absurdly claim the  deliberative process exemption  to FOIA, which is only supposed to apply to agency rulemaking processes.The ACLJ won t stop until justice is served on this matter:Discussions about Attorney General Lynch s ethically questionable meeting with former President Clinton during her investigation into Hillary Clinton clearly has nothing to do with any rule making process. We will be taking these redactions back to federal court. The law is on our side. We will keep pressing on with our investigation of former Attorney General Lynch until we get to the bottom of this.To donate to the ACLJ and help to fund the important work they re doing, click HERE.Here s James Comey discussing the Lynch and Clinton meeting on the tarmac:Here is Loretta Lynch s testimony before Congress regarding her meeting with Bill Clinton:",politics,"Aug 4, 2017",1,new email dump fbi via foia request aclj reveals appears collusion medium doj squash story 2016 meeting loretta lynch bill clinton tarmac phoenix az also comey reportedly said fbi document related meeting fill prior foia request apparently true given new email dump right scoopwatch aclj obtained hundred page ongoing investigation federal lawsuit former attorney general loretta lynch tarmac meeting former president bill clinton department justice doj fbi ongoing criminal investigation hillary clinton email result shocking watch lynch explanation meeting bill clinton tarmac first comey fbi lied u last july sent foia request comey fbi lynch doj asking document related clinton lynch plane meeting fbi directorship james comey replied record responsive request located document received today department justice include several email fbi doj official concerning meeting one subject line flag correspondence fbi official richard quinn fbi medium investigative publicity michael kortan doj official concerning flag ing story casual unscheduled meeting former president bill clinton ag doj official instructs fbi let know get question provides ur talker doj talking point talking point however redacted another email fbi contains subject line security detail coordinate loretta lynch bill clinton july 1 2016 day foia request doj email chain subject line fbi called indicates fbi looking guidance responding medium inquiry news report fbi prevented press taking picture clinton lynch meeting discussion went email several phone call able obtain record hour later carolyn pokomy office attorney general stated let rybicki know jim rybicki chief staff senior counselor fbi director jim comey information provided rybicki redacted also note several document contain redaction requested per fbi clear multiple record within fbi responsive request discussion regarding surreptitious meeting ag lynch husband subject ongoing fbi criminal investigation reached highest level fbi however october 21 2016 comey fbi replied legal demand record responsive request located direct contravention law preparing legal action force fbi come clean turn document related matter u timely manner second hundred page heavily redacted document paint clear picture doj crisis mode news broke attorney general lynch meeting former president clinton fact record appear indicate attorney general spin team immediately began preparing talking point attorney general regarding meeting ever speaking ag matter third clear evidence main stream medium colluding doj bury story washington post reporter speaking clinton lynch meeting story said hoping put rest washington post reporter interacting doj spin team implemented specific doj request change story make attorney general appear favorable light new york time reporter apologetically told obama doj pressed service cover story story breaking doj press official stated also talked abc producer noted interested even fox run two day meeting doj official chain email includes email attorney general lynch stated medium coverage meeting look like fox cbs say line meeting fourth doj bureaucrat redacted talking point discussion talking point statement meeting apparently never delivered enough medium coverage meeting substantive discussion fbi matter absurdly claim deliberative process exemption foia supposed apply agency rulemaking process aclj stop justice served matter discussion attorney general lynch ethically questionable meeting former president clinton investigation hillary clinton clearly nothing rule making process taking redaction back federal court law side keep pressing investigation former attorney general lynch get bottom donate aclj help fund important work click james comey discussing lynch clinton meeting tarmac loretta lynch testimony congress regarding meeting bill clinton,538,3825
